CustomerID,Gender,Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PreviousDefaults,Defaulted
CUST000116,Female,55,44255,20830,48,681,Full-time,Married,0,No
CUST000117,Female,57,104675,41527,48,342,Self-employed,Single,4,No
CUST000118,Female,36,122231,16355,48,806,Full-time,Single,3,Yes
CUST000119,Male,25,119162,6646,36,357,Unemployed,Widowed,3,No
CUST000120,Male,54,117274,46621,12,350,Self-employed,Married,3,No
CUST000121,Female,40,72974,16677,48,803,Part-time,Single,3,No
CUST000122,Male,30,121365,26652,24,557,Self-employed,Divorced,3,No
CUST000123,Female,22,141969,10370,60,483,Unemployed,Married,1,No
CUST000124,Male,36,145993,14710,24,469,Part-time,Widowed,2,No
CUST000125,Male,43,97691,13082,12,729,Part-time,Widowed,2,No
CUST000126,Female,53,64598,44982,24,849,Part-time,Widowed,3,Yes
CUST000127,Male,49,125075,26979,12,658,Full-time,Married,1,No
CUST000128,Male,25,90103,35676,24,471,Full-time,Widowed,3,Yes
CUST000129,Female,68,110238,5814,48,715,Part-time,Married,2,No
CUST000130,Male,46,61315,27000,48,791,Full-time,Married,1,No
CUST000131,Male,56,141704,36887,12,421,Full-time,Single,4,No
CUST000132,Female,38,92894,16560,12,346,Unemployed,Single,3,Yes
CUST000133,Female,34,50193,21219,48,748,Self-employed,Single,2,No
CUST000134,Male,31,22952,30293,24,742,Unemployed,Divorced,0,No
CUST000135,Female,27,24704,46181,12,764,Unemployed,Single,0,No
CUST000136,Male,52,29938,37915,60,675,Self-employed,Single,0,No
CUST000137,Male,27,96961,15612,60,812,Self-employed,Single,0,No
CUST000138,Male,32,55058,21570,60,319,Part-time,Divorced,3,No
CUST000139,Male,48,63790,30593,24,699,Full-time,Married,0,No
CUST000140,Female,29,110390,47836,60,571,Unemployed,Single,2,Yes
CUST000141,Female,50,101895,37272,12,455,Full-time,Divorced,2,No
CUST000142,Male,63,56942,32491,36,787,Full-time,Widowed,4,No
CUST000143,Female,55,59671,31542,36,620,Full-time,Married,3,No
CUST000144,Female,34,89839,37731,24,355,Part-time,Widowed,0,No
CUST000145,Female,32,121394,6626,48,477,Full-time,Widowed,1,No
CUST000146,Female,21,93250,14880,36,577,Part-time,Divorced,3,No
CUST000147,Male,18,97642,7869,24,657,Full-time,Single,0,Yes
CUST000148,Female,61,146565,39963,48,765,Full-time,Single,2,Yes
CUST000149,Male,60,62239,22807,48,329,Self-employed,Widowed,4,No
CUST000150,Female,26,77210,13020,48,381,Full-time,Divorced,0,Yes
CUST000151,Male,49,131432,13355,48,747,Unemployed,Married,4,No
CUST000152,Female,41,41486,7352,24,312,Full-time,Divorced,4,Yes
CUST000153,Female,57,101399,18483,60,461,Unemployed,Single,4,No
CUST000154,Male,65,122543,27520,12,587,Full-time,Divorced,0,No
CUST000155,Male,53,127605,16780,12,670,Full-time,Married,4,No
CUST000156,Female,65,58423,8249,36,359,Self-employed,Widowed,0,No
CUST000157,Female,62,35772,17180,36,489,Unemployed,Divorced,2,Yes
CUST000158,Male,21,124553,46068,60,614,Self-employed,Widowed,2,No
CUST000159,Male,24,44293,13081,48,471,Part-time,Married,3,No
CUST000160,Male,45,57151,31115,24,789,Part-time,Divorced,1,No
CUST000161,Female,40,92900,25076,36,781,Full-time,Married,4,No
CUST000162,Female,21,122896,27592,24,502,Unemployed,Single,2,No
CUST000163,Female,39,138360,48402,36,497,Part-time,Single,2,No
CUST000164,Female,46,97797,48733,12,771,Unemployed,Divorced,2,No
CUST000165,Male,32,114210,7975,12,608,Self-employed,Single,3,Yes
CUST000166,Female,58,123595,34667,24,695,Full-time,Single,1,No
CUST000167,Female,58,96199,39059,36,579,Full-time,Single,3,Yes
CUST000168,Female,41,102245,39096,12,485,Part-time,Divorced,2,No
CUST000169,Male,61,146614,29266,12,410,Unemployed,Married,2,No
CUST000170,Female,65,106182,47919,24,835,Unemployed,Single,0,No
CUST000171,Female,51,126535,42017,48,782,Part-time,Divorced,4,No
CUST000172,Male,47,30602,37014,36,849,Full-time,Single,1,No
CUST000173,Female,24,127814,20268,12,573,Full-time,Married,0,No
CUST000174,Male,69,112763,38209,12,610,Self-employed,Divorced,1,No
CUST000175,Female,33,86048,16543,60,499,Self-employed,Single,1,Yes
CUST000176,Female,41,142138,18306,12,797,Unemployed,Widowed,1,Yes
CUST000177,Male,43,126885,13427,36,467,Self-employed,Widowed,2,No
CUST000178,Male,62,42279,45231,36,402,Unemployed,Married,4,No
CUST000179,Female,29,103061,42835,60,333,Self-employed,Single,3,No
CUST000180,Male,65,47201,18846,48,800,Unemployed,Single,3,No
CUST000181,Male,37,89992,15362,48,644,Unemployed,Widowed,3,Yes
CUST000182,Male,20,65082,26114,60,783,Full-time,Married,4,No
CUST000183,Female,63,34891,24874,12,425,Self-employed,Widowed,3,No
CUST000184,Female,21,98052,22900,48,711,Part-time,Divorced,1,No
CUST000185,Female,31,116292,22111,36,421,Full-time,Single,2,No
CUST000186,Female,47,91277,27942,48,668,Full-time,Married,2,No
CUST000187,Female,31,134540,28574,36,319,Unemployed,Widowed,2,No
CUST000188,Female,46,123955,48611,48,599,Self-employed,Widowed,0,No
CUST000189,Male,66,60497,49727,48,685,Full-time,Widowed,4,No
CUST000190,Female,46,83386,9841,24,323,Unemployed,Married,2,Yes
CUST000191,Female,58,144500,34255,24,566,Self-employed,Widowed,4,No
CUST000192,Female,42,83612,15115,12,428,Unemployed,Widowed,0,Yes
CUST000193,Male,19,61048,24458,60,713,Full-time,Married,0,Yes
CUST000194,Female,61,74205,20405,36,661,Part-time,Married,0,No
CUST000195,Female,48,115907,49960,48,801,Unemployed,Divorced,2,No
CUST000196,Male,26,87387,27505,12,598,Self-employed,Widowed,0,No
CUST000197,Male,20,23591,46593,36,480,Unemployed,Divorced,3,No
CUST000198,Female,56,113918,16868,60,684,Unemployed,Divorced,2,Yes
CUST000199,Female,47,96331,35126,12,566,Self-employed,Married,4,No
CUST000200,Male,49,23548,35612,48,734,Unemployed,Widowed,4,No
CUST000201,Female,61,46623,11794,24,421,Unemployed,Divorced,1,Yes
CUST000202,Male,25,141415,8247,60,726,Self-employed,Widowed,4,No
CUST000203,Female,63,125437,15044,48,617,Full-time,Single,4,No
CUST000204,Female,69,91139,36173,60,429,Full-time,Widowed,4,No
CUST000205,Female,19,146849,26453,60,584,Full-time,Widowed,1,Yes
CUST000206,Male,67,111143,24316,12,709,Full-time,Widowed,4,Yes
CUST000207,Female,36,107639,9918,24,543,Full-time,Widowed,1,No
CUST000208,Male,36,136562,48937,48,432,Full-time,Divorced,0,No
CUST000209,Male,22,30012,29272,36,638,Unemployed,Widowed,2,No
CUST000210,Female,30,136359,18859,36,671,Full-time,Married,0,No
CUST000211,Male,21,37011,11154,60,318,Part-time,Single,1,No
CUST000212,Male,59,105987,48562,12,805,Full-time,Widowed,4,No
CUST000213,Male,22,124463,33444,36,758,Self-employed,Married,4,Yes
CUST000214,Female,55,68734,13458,60,777,Full-time,Widowed,0,No
CUST000215,Male,24,44589,46611,36,581,Self-employed,Single,2,No
CUST000216,Female,60,109924,15622,24,406,Self-employed,Widowed,3,No
CUST000217,Male,23,32926,9590,36,614,Self-employed,Single,1,No
CUST000218,Female,26,73761,5967,48,374,Self-employed,Married,4,Yes
CUST000219,Female,32,143048,10494,48,720,Part-time,Widowed,2,No
CUST000220,Male,69,91694,40675,24,533,Unemployed,Married,3,No
CUST000221,Female,20,59780,12991,24,347,Full-time,Single,1,Yes
CUST000222,Female,28,70928,18572,24,797,Part-time,Divorced,1,No
CUST000223,Female,61,148963,15627,60,317,Unemployed,Single,4,Yes
CUST000224,Female,24,130852,22987,36,592,Self-employed,Single,2,No
CUST000225,Female,46,147026,14613,48,588,Part-time,Married,0,No
CUST000226,Male,23,48005,14656,12,378,Full-time,Married,4,No
CUST000227,Male,46,59606,45262,24,710,Unemployed,Married,4,No
CUST000228,Female,30,57485,15912,36,793,Full-time,Widowed,3,No
CUST000229,Female,26,149975,17729,12,517,Full-time,Divorced,1,No
CUST000230,Female,56,138664,20494,36,384,Self-employed,Divorced,4,No
CUST000231,Male,36,92394,16059,60,794,Self-employed,Married,2,No
CUST000232,Female,28,148245,25494,60,705,Full-time,Single,0,Yes
CUST000233,Female,60,115688,21847,48,659,Unemployed,Widowed,3,Yes
CUST000234,Female,48,121695,21773,24,483,Unemployed,Single,0,Yes
CUST000235,Female,28,75111,38440,60,317,Full-time,Widowed,1,No
CUST000236,Female,35,137807,35029,12,840,Part-time,Divorced,3,No
CUST000237,Male,48,140259,46700,48,421,Unemployed,Widowed,2,No
CUST000238,Male,44,90042,23278,24,309,Unemployed,Married,2,No
CUST000239,Female,41,147731,24645,24,614,Full-time,Single,4,No
CUST000240,Female,67,123672,30866,36,367,Self-employed,Widowed,3,No
CUST000241,Female,28,59818,8193,60,455,Part-time,Single,4,No
CUST000242,Male,46,106335,5311,24,349,Full-time,Married,1,No
CUST000243,Female,24,49067,49147,36,331,Self-employed,Divorced,0,No
CUST000244,Male,59,140421,5283,48,836,Part-time,Single,4,No
CUST000245,Female,26,76062,25351,12,452,Full-time,Divorced,1,No
CUST000246,Male,68,92841,35553,12,538,Full-time,Married,3,No
CUST000247,Male,68,114037,10701,48,467,Part-time,Single,1,No
CUST000248,Female,55,51019,39089,60,697,Self-employed,Widowed,0,No
CUST000249,Female,18,78543,11439,48,798,Unemployed,Married,1,No
CUST000250,Female,49,113577,14183,24,737,Part-time,Widowed,2,No
CUST000251,Male,30,68524,5977,36,441,Part-time,Single,4,Yes
CUST000252,Female,35,118844,19467,48,703,Full-time,Single,3,No
CUST000253,Female,24,63254,27991,60,832,Part-time,Married,3,No
CUST000254,Male,51,112159,48267,36,347,Unemployed,Single,2,No
CUST000255,Male,60,117240,31482,60,617,Unemployed,Married,4,No
CUST000256,Female,69,140002,23230,36,568,Part-time,Single,4,Yes
CUST000257,Male,37,71776,21943,60,604,Part-time,Married,4,No
CUST000258,Male,61,120637,36028,48,456,Unemployed,Single,4,Yes
CUST000259,Female,59,23860,42807,60,514,Part-time,Married,2,No
CUST000260,Male,24,129661,10102,12,672,Self-employed,Divorced,3,No
CUST000261,Male,44,139376,24518,24,710,Full-time,Widowed,3,No
CUST000262,Male,62,142917,24852,36,759,Unemployed,Married,0,Yes
CUST000263,Female,53,114765,41990,48,480,Part-time,Single,1,Yes
CUST000264,Male,24,132904,29379,60,642,Full-time,Married,4,No
CUST000265,Male,52,78970,40346,36,439,Unemployed,Single,0,No
CUST000266,Male,20,93242,37291,12,730,Full-time,Divorced,4,Yes
CUST000267,Male,45,76360,30650,24,686,Self-employed,Single,2,No
CUST000268,Female,19,134076,35969,12,817,Full-time,Single,1,No
CUST000269,Male,39,62448,13685,12,511,Full-time,Widowed,4,No
CUST000270,Male,32,48663,30968,36,620,Unemployed,Divorced,3,No
CUST000271,Male,56,61093,26577,36,613,Part-time,Divorced,0,No
CUST000272,Female,47,138050,29741,24,302,Unemployed,Married,1,Yes
CUST000273,Female,38,79513,12825,36,736,Full-time,Married,3,No
CUST000274,Male,40,90807,14272,12,712,Unemployed,Widowed,3,No
CUST000275,Male,53,79177,46246,60,348,Unemployed,Married,1,No
CUST000276,Female,63,54570,18041,36,507,Unemployed,Single,4,No
CUST000277,Male,26,35287,42526,12,774,Self-employed,Single,4,No
CUST000278,Male,69,68952,27093,24,684,Full-time,Married,0,No
CUST000279,Female,35,115986,30531,36,830,Full-time,Single,1,No
CUST000280,Male,45,133279,24272,12,585,Self-employed,Divorced,2,No
CUST000281,Male,48,43760,45362,60,648,Part-time,Divorced,2,No
CUST000282,Female,67,27417,43652,36,450,Full-time,Married,0,No
CUST000283,Male,28,48412,26922,24,308,Full-time,Single,0,No
CUST000284,Female,44,105727,29290,48,485,Full-time,Widowed,4,No
CUST000285,Female,41,86952,9096,12,830,Self-employed,Married,0,No
CUST000286,Female,57,97435,10436,48,495,Unemployed,Divorced,2,No
CUST000287,Female,29,95274,14954,12,631,Unemployed,Divorced,4,Yes
CUST000288,Female,29,144271,47660,60,427,Self-employed,Widowed,0,No
CUST000289,Female,67,84899,48912,60,792,Part-time,Divorced,3,Yes
CUST000290,Female,18,57307,49156,12,318,Unemployed,Divorced,2,No
CUST000291,Male,37,109899,43794,12,487,Full-time,Single,1,No
CUST000292,Male,43,29639,27253,36,710,Part-time,Single,0,No
CUST000293,Male,59,144349,24361,48,727,Unemployed,Single,3,No
CUST000294,Female,41,79456,24756,24,573,Part-time,Widowed,2,No
CUST000295,Male,39,136436,33363,48,694,Part-time,Single,0,No
CUST000296,Male,26,24980,23341,48,667,Part-time,Divorced,3,No
CUST000297,Male,19,67464,35476,12,532,Unemployed,Married,4,No
CUST000298,Male,20,113104,36665,12,406,Full-time,Divorced,0,No
CUST000299,Female,20,143224,23202,36,542,Part-time,Single,4,No
CUST000300,Female,69,61925,15260,60,819,Self-employed,Divorced,4,No
CUST000301,Female,45,143367,27737,24,544,Unemployed,Married,2,No
CUST000302,Female,52,108297,20016,12,760,Unemployed,Single,3,No
CUST000303,Female,65,131476,35929,12,710,Unemployed,Widowed,2,No
CUST000304,Female,66,85085,14454,12,478,Self-employed,Married,4,Yes
CUST000305,Female,54,106724,39531,36,318,Self-employed,Married,0,No
CUST000306,Male,60,124850,36491,24,628,Unemployed,Single,1,No
CUST000307,Female,34,142479,45287,24,632,Full-time,Married,3,Yes
CUST000308,Male,34,139155,34268,60,805,Unemployed,Divorced,4,No
CUST000309,Male,29,131146,6105,60,444,Full-time,Single,4,No
CUST000310,Female,69,43250,47708,12,439,Part-time,Divorced,1,Yes
CUST000311,Male,21,143068,48188,12,338,Unemployed,Married,1,Yes
CUST000312,Male,45,60819,32160,48,664,Part-time,Single,4,No
CUST000313,Male,63,135934,34209,36,599,Unemployed,Married,0,No
CUST000314,Female,61,129481,28028,24,671,Unemployed,Divorced,0,No
CUST000315,Male,33,102667,18943,60,426,Self-employed,Married,0,No
CUST000316,Female,64,73260,30641,60,487,Self-employed,Married,0,No
CUST000317,Male,57,88047,39280,48,789,Unemployed,Married,3,No
CUST000318,Female,28,138284,48652,36,615,Self-employed,Widowed,3,No
CUST000319,Female,65,52988,34973,36,571,Unemployed,Single,4,Yes
CUST000320,Female,61,128476,13868,36,494,Unemployed,Widowed,0,No
CUST000321,Male,23,145104,48444,60,340,Unemployed,Widowed,4,Yes
CUST000322,Female,40,106425,34071,12,349,Self-employed,Widowed,1,Yes
CUST000323,Male,42,78285,14474,60,337,Part-time,Married,4,Yes
CUST000324,Female,57,100571,45976,24,839,Self-employed,Divorced,3,No
CUST000325,Female,40,44529,21588,24,609,Self-employed,Divorced,2,Yes
CUST000326,Male,39,24237,23365,24,801,Full-time,Married,2,No
CUST000327,Male,32,38308,40025,48,788,Self-employed,Single,4,Yes
CUST000328,Male,32,143626,29143,48,817,Self-employed,Divorced,0,No
CUST000329,Female,26,44242,48566,12,501,Unemployed,Widowed,4,No
CUST000330,Female,48,98230,21928,48,431,Part-time,Married,2,Yes
CUST000331,Female,34,147530,43605,12,669,Part-time,Widowed,3,No
CUST000332,Female,45,137532,18505,48,608,Full-time,Married,0,No
CUST000333,Female,25,22996,36658,36,303,Part-time,Married,3,No
CUST000334,Female,38,62241,6260,36,676,Self-employed,Single,1,No
CUST000335,Male,29,52252,5353,12,774,Part-time,Divorced,0,No
CUST000336,Male,45,89131,43750,60,476,Self-employed,Single,3,No
CUST000337,Male,45,110095,30707,24,612,Unemployed,Divorced,4,Yes
CUST000338,Male,26,51783,39884,48,391,Unemployed,Single,4,Yes
CUST000339,Female,39,44059,7588,60,746,Part-time,Widowed,1,No
CUST000340,Female,32,108793,29774,36,349,Part-time,Widowed,0,No
CUST000341,Male,38,23087,27227,36,551,Full-time,Divorced,0,Yes
CUST000342,Female,55,55502,18596,24,420,Full-time,Widowed,0,No
CUST000343,Male,18,126797,7674,24,349,Unemployed,Married,2,No
CUST000344,Female,62,38317,22788,36,341,Unemployed,Married,3,No
CUST000345,Female,30,89995,45342,36,467,Part-time,Single,2,No
CUST000346,Male,59,45416,42557,60,504,Full-time,Married,1,No
CUST000347,Male,37,118551,34818,60,591,Unemployed,Widowed,1,No
CUST000348,Male,27,69531,39138,24,814,Unemployed,Single,3,No
CUST000349,Female,32,87385,16885,60,580,Unemployed,Married,4,Yes
CUST000350,Male,56,73063,23355,12,776,Full-time,Married,4,No
CUST000351,Male,36,89150,19428,24,666,Full-time,Divorced,2,No
CUST000352,Female,47,84615,21203,24,675,Self-employed,Widowed,4,Yes
CUST000353,Female,31,137345,17325,36,394,Full-time,Widowed,2,No
CUST000354,Female,49,115030,32225,48,837,Unemployed,Single,1,No
CUST000355,Male,62,98071,22326,48,702,Full-time,Divorced,2,Yes
CUST000356,Female,47,35153,8994,24,793,Part-time,Divorced,4,No
CUST000357,Female,36,110205,34960,12,513,Unemployed,Married,0,No
CUST000358,Male,34,45913,15991,60,422,Part-time,Single,2,No
CUST000359,Female,50,119172,40216,12,779,Self-employed,Widowed,0,No
CUST000360,Male,52,86396,10433,48,366,Full-time,Married,3,No
CUST000361,Female,25,113680,36996,24,320,Unemployed,Widowed,2,Yes
CUST000362,Male,23,119918,33505,60,513,Full-time,Married,1,No
CUST000363,Male,53,23290,46555,36,611,Self-employed,Widowed,0,No
CUST000364,Male,34,126598,43401,48,745,Part-time,Single,2,No
CUST000365,Male,33,34729,8428,24,374,Self-employed,Married,0,No
CUST000366,Female,49,85333,42874,48,515,Unemployed,Married,2,No
CUST000367,Male,20,32102,23864,24,698,Self-employed,Divorced,0,Yes
CUST000368,Male,47,23644,19187,36,524,Self-employed,Married,2,Yes
CUST000369,Female,39,77015,21327,60,500,Part-time,Divorced,1,No
CUST000370,Male,23,103131,47831,48,512,Unemployed,Single,4,No
CUST000371,Female,25,37967,45947,36,396,Self-employed,Single,3,No
CUST000372,Male,33,75055,38578,12,430,Self-employed,Widowed,4,No
CUST000373,Female,39,116749,44681,36,736,Part-time,Widowed,1,No
CUST000374,Male,27,126598,22990,24,512,Self-employed,Widowed,3,No
CUST000375,Male,54,25877,23816,12,563,Part-time,Widowed,3,No
CUST000376,Male,26,115218,35431,60,672,Self-employed,Married,1,No
CUST000377,Male,43,68360,9065,48,590,Unemployed,Divorced,0,No
CUST000378,Female,68,53211,5744,60,412,Full-time,Married,4,No
CUST000379,Male,23,119995,45287,60,790,Part-time,Married,3,No
CUST000380,Male,67,22475,14609,48,711,Part-time,Divorced,1,Yes
CUST000381,Male,57,36760,44260,12,478,Full-time,Divorced,1,No
CUST000382,Male,37,111749,22827,24,561,Full-time,Married,2,No
CUST000383,Female,50,117449,17740,36,527,Unemployed,Single,1,Yes
CUST000384,Male,23,81571,37532,24,307,Part-time,Divorced,1,No
CUST000385,Male,64,141738,25619,36,826,Full-time,Married,1,No
CUST000386,Male,65,119038,14275,60,576,Full-time,Divorced,1,Yes
CUST000387,Male,64,57529,44752,60,329,Unemployed,Married,0,No
CUST000388,Female,69,144705,18523,24,624,Self-employed,Divorced,1,No
CUST000389,Male,31,25717,26760,36,639,Unemployed,Married,1,Yes
CUST000390,Male,47,101448,22100,36,734,Full-time,Divorced,3,Yes
CUST000391,Male,32,53373,16878,12,372,Self-employed,Single,3,No
CUST000392,Male,38,78780,28715,12,301,Self-employed,Single,3,No
CUST000393,Female,54,94185,40192,36,555,Self-employed,Married,0,No
CUST000394,Female,38,110924,37584,48,467,Full-time,Widowed,4,No
CUST000395,Male,42,72805,26242,12,490,Full-time,Divorced,1,No
CUST000396,Female,51,72718,42574,60,563,Part-time,Divorced,4,No
